Internal ID;Name;PE  Rubro Estado Finan. Codigo;PE Rubro Estado Finan. Catalogo;PE Rubro Estado Finan. Reporte;PE Rubro Estado Finan. Totalizador;PE Rubro Estado Finan. Sub Codigos
1540;Total Patrimonio Neto;1A07ST;4;10;T;
1541;TOTAL PRIMAS CEDIDAS NETAS DEL EJERCICIO;2E0501;2;9;F;
1542;TOTAL PRIMAS NETAS DEL EJERCICIO;2E0201;2;9;F;
1543;Transferencia de Resultado del Ejercicio a Resultados acumulados;4E0236;2;;F;
1544;Transferencia de Resultado del Ejercicio a Resultados acumulados;4F0136;3;;F;
1545;Transferencia de Resultado del Ejercicio a Resultados acumulados;4F0236;3;;F;
1546;Transferencia de Resultado del Ejercicio a Resultados acumulados;4E0136;2;;F;
1547;Transferencia de Resultado del Ejercicio a Resultados acumulados;4A0137;4;;F;
1548;Transferencia de Resultado del Ejercicio a Resultados acumulados;4A0237;4;;F;
1549;Transferencias netas de Resultados no Realizados;4C0123;7;;F;
1550;Transferencias netas de Resultados no Realizados;4C0223;7;;F;
1551;Tributos;3C0106;7;;F;
1552;Tributos y aportaciones;2A0320;4;9;F;
1553;Tributos y aportaciones;2A0313;4;9;F;
1554;Tributos y Aportaciones;3A0106;4;;F;
1555;Tributos, Participaciones y Ctas. por Pagar Diversas;1E0302;2;10;F;
1556;Tributos, participaciones y cuentas por pagar diversas;3E0207;2;;F;
1557;Utilidad (Perdida)  Neta del Ejercicio;2A07ST;4;9;T;
1558;Utilidad (Perdida) B?sica por Accion Com?n;2A0901;4;9;F;
1559;Utilidad (perdida) del encaje;2A0304;4;9;F;
1560;Utilidad (Perdida) del fondo complementario;2A0305;4;9;F;
1561;Utilidad (perdida) del fondo de longevidad;2A0306;4;9;F;
1562;Utilidad (Perdida) Diluida por Accion Com?n;2A0903;4;9;F;
1563;Utilidad (perdida) en venta de activos;2A0307;4;9;F;
1564;UTILIDAD (PŸRDIDA) NETA DEL EJERCICIO;2E2101;2;9;F;
1565;Utilidad (perdida) neta del ejercicio;3E0101;2;;F;
1566;Utilidad (Perdida) Neta del Ejercicio;4C0111;7;;F;
1567;Utilidad (Perdida) Neta del Ejercicio;4C0211;7;;F;
1568;Utilidad (perdida) operativa;2A03ST;4;9;T;
1569;Utilidad- perdida en diferencia de cambio;2F2513;3;9;F;
1570;Utilidades (perdidas) reconocidas de empresas afiliadas;3E0113;2;;F;
1571;Utilizados en la compra de participaciones no controladoras;4525;5;;F;
1572;Utilizados en la compra de participaciones no controladoras;4525;5;;F;
1573;Utilizados para obtener el control de subsidiarias u otros negocios;4524;5;;F;
1574;Utilizados para obtener el control de subsidiarias u otros negocios;4524;5;;F;
1575;Valoracion de instrumentos de inversion;3E0111;2;;F;
1576;Valores Ajustados;1C1305;7;10;F;
1577;Valores Emitidos;1C1401;7;10;F;
1578;Valores negociables;1T0102;7;10;F;
1579;Valores Negociables de Propiedad de las AFP;1A0114;4;10;F;
1580;Valores o Instrumentos Financieros de clientes;0300;5;10;F;
1581;Valores por Anotar en Cuenta;1C1303;7;10;F;
1582;Valores Retirados del Registro;1C1306;7;10;F;
1583;Valores y bienes entregados en custodia;1T0302;7;10;F;
1584;Valores y Titulos;1F2406;3;10;F;
1585;Valores, Titulos y Obligaciones en Circulacion;2F0417;3;9;F;
1586;Variacion neta de activos no corrientes o grupos de activos mantenidos para la venta;5D0209;1;;F;
1587;Variacion neta de activos no corrientes o grupos de activos mantenidos para la venta;5G0110;6;;F;
1588;Variacion neta de activos no corrientes o grupos de activos mantenidos para la venta;5D0110;1;;F;
1589;Variacion neta de activos no corrientes o grupos de activos mantenidos para la venta;5G0209;6;;F;
1590;Variacion Neta por Coberturas del Flujo de Efectivo;5G0202;6;;F;
1591;Variacion Neta por Coberturas del Flujo de Efectivo;5G0103;6;;F;
1592;Variacion Neta por Coberturas del Flujo de Efectivo;5D0103;1;;F;
1593;Variacion Neta por Coberturas del Flujo de Efectivo;5D0202;1;;F;
1594;Venta  de Participaciones en Negocios Conjuntos, Neto del Efectivo Desapropiado;3G0222;6;;F;
1595;Venta  de Participaciones en Negocios Conjuntos, Neto del Efectivo Desapropiado;3G0222;6;;F;
1596;Venta  de Participaciones en Negocios Conjuntos, Neto del Efectivo Desapropiado;3D0222;1;;F;
1597;Venta  de Participaciones en Negocios Conjuntos, Neto del Efectivo Desapropiado;3D0222;1;;F;
1598;Venta de  Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades;3D0201;1;;F;
1599;Venta de  Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades;3D0201;1;;F;
1600;Venta de  Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades;3G0201;6;;F;
1601;Venta de  Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades;3G0201;6;;F;
1602;Venta de Acciones Propias (Acciones en Tesoreria);3C0309;7;;F;
1603;Venta de activos en titulizados;2T0103;7;9;F;
1604;Venta de Activos Intangibles;3D0203;1;;F;
1605;Venta de Activos Intangibles;3D0203;1;;F;
1606;Venta de Activos Intangibles;3G0203;6;;F;
1607;Venta de Activos Intangibles;3C0203;7;;F;
1608;Venta de Activos Intangibles;3G0203;6;;F;
1609;Venta de Bienes o Servicios (Ingresos Operacionales);3C0101;7;;F;
1610;Venta de Bienes y Prestacion de Servicios;3G0101;6;;F;
1611;Venta de Bienes y Prestacion de Servicios;3D0101;1;;F;
1612;Venta de Inmuebles, Maquinaria y Equipo;3C0202;7;;F;
1613;Venta de Inmuebles, Muebles y Equipos;3E0402;2;;F;
1614;Venta de Intangibles e Inmuebles, Maquinaria y Equipo;3A0202;4;;F;
1615;Venta de Inversiones Financieras;2020;5;9;F;
1616;Venta de Inversiones Financieras;3C0201;7;;F;
1617;Venta de Inversiones Financieras e Inversiones en Inmuebles;3E0401;2;;F;
1618;Venta de Inversiones Inmobiliarias;3C0213;7;;F;
1619;Venta de otros activos;3E0409;2;;F;
1620;Venta de Otros Activos de largo plazo;3G0223;6;;F;
1621;Venta de Otros Activos de largo plazo;3G0223;6;;F;
1622;Venta de Otros Activos de largo plazo;3D0223;1;;F;
1623;Venta de Otros Activos de largo plazo;3D0223;1;;F;
1624;Venta de Propiedades, Planta y Equipo;3D0202;1;;F;
1625;Venta de Propiedades, Planta y Equipo;3G0202;6;;F;
1626;Venta de Propiedades, Planta y Equipo;3G0202;6;;F;
1627;Venta de Propiedades, Planta y Equipo;3D0202;1;;F;
1628;Venta de Subsidiarias y otras Unidades de Negocios;3C0218;7;;F;
1629;Venta de valores;2T0303;7;9;F;
1630;Venta de Valores;3A0201;4;;F;
