Internal ID;Name;PE  Rubro Estado Finan. Codigo;PE Rubro Estado Finan. Catalogo;PE Rubro Estado Finan. Reporte;PE Rubro Estado Finan. Totalizador;PE Rubro Estado Finan. Sub Codigos
1121;Pagos a proveedores por el suministro de bienes y servicios;4510;5;;F;
1122;Pagos a y por cuenta de los empleados;3D0105;1;;F;
1123;Pagos a y por cuenta de los empleados;3G0105;6;;F;
1124;Pagos a y por cuenta de los empleados;4512;5;;F;
1125;Pagos de pasivos por arrendamientos financieros;4552;5;;F;
1126;Pagos de pasivos por arrendamientos financieros;4552;5;;F;
1127;Pagos de tributos;4519;5;;F;
1128;Pagos derivados de contratos de futuro, a termino, de opciones y de permuta financiera;4538;5;;F;
1129;Pagos derivados de contratos de futuro, a termino, de opciones y de permuta financiera;4538;5;;F;
1130;Pagos por adquirir o rescatar las acciones de la entidad;4548;5;;F;
1131;Pagos por adquirir o rescatar las acciones de la entidad;4548;5;;F;
1132;Pagos por costos de Actividades de Operacion;4514;5;;F;
1133;Pagos por otras participaciones en el patrimonio;4549;5;;F;
1134;Pagos por otras participaciones en el patrimonio;4549;5;;F;
1135;Pagos Procedentes de la compra de valores propios;4509;5;;F;
1136;Parte corriente de deudas a largo plazo;1A0309;4;10;F;
1137;Parte corriente de obligaciones por titulizacion;1T0403;7;10;F;
1138;PARTICIPACIONES;1F1905;3;10;F;
1139;Participaciones no controladoras;2215;5;9;F;
1140;Participaciones no controladoras;2211;5;9;F;
1141;Participaciones No Controladoras (*);1557;5;10;F;
1142;Participaciones por pagar;1A0319;4;10;F;
1143;Participaciones y dietas al directorio;2A0318;4;9;F;
1144;Participacion de otro resultado integral de asociadas y negocios conjuntos contabilizados por el metodo de participacion (*);2205;5;9;F;
1145;Participacion de otro resultado integral de asociadas y negocios conjuntos contabilizados por el metodo de participacion (*);2227;5;9;F;
1146;Participacion en los Resultados Netos de Asociadas y Negocios Conjuntos Contabilizados por el Metodo de la Participacion (*);2091;5;9;F;
1147;Participacion en otro resultado integral de subsidiarias, asociadas y negocios conjuntos;5F0206;3;;F;
1148;Participacion en otro resultado integral de subsidiarias, asociadas y negocios conjuntos;5E0106;2;;F;
1149;Participacion en otro resultado integral de subsidiarias, asociadas y negocios conjuntos;5F0106;3;;F;
1150;Participacion en otro resultado integral de subsidiarias, asociadas y negocios conjuntos;5E0206;2;;F;
1151;Pasivo por Impuesto a la Renta Diferido;1E0413;2;10;F;
1152;Pasivo por Impuesto a la Renta Diferido;1A0409;4;10;F;
1153;Pasivo por Impuesto a la Renta y Participaciones Diferidos;1C0404;7;10;F;
1154;Pasivos Diferidos;1E0405;2;10;F;
1155;Pasivos financieros, no subordinados;3F0421;3;;F;
1156;Pasivos incluidos en Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1437;5;10;F;
1157;Pasivos incluidos en Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1G0312;6;10;F;
1158;Pasivos incluidos en Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1D0312;1;10;F;
1159;Pasivos mantenidos para la Venta;1C0312;7;10;F;
1160;Pasivos No Corrientes;;;;F;
1161;Pasivos por Arrendamiento Financiero;3G0322;6;;F;
1162;Pasivos por Arrendamiento Financiero;3D0322;1;;F;
1163;Pasivos por Arrendamiento Financiero;3G0322;6;;F;
1164;Pasivos por Arrendamiento Financiero;3D0322;1;;F;
1165;Pasivos por Impuestos a las Ganancias;1G0311;6;10;F;
1166;Pasivos por Impuestos a las Ganancias;1436;5;10;F;
1167;Pasivos por Impuestos a las Ganancias;1D0311;1;10;F;
1168;Pasivos por impuestos diferidos;1G0404;6;10;F;
1169;Pasivos por impuestos diferidos;1496;5;10;F;
1170;Pasivos por impuestos diferidos;1D0404;1;10;F;
1171;Patrimonio Atribuible a los Propietarios de la Controladora (*);1556;5;10;F;
1172;PLUSVALIA;1F1912;3;10;F;
1173;Plusvalia;1D0212;1;10;F;
1174;Plusvalia;1129;5;10;F;
1175;Plusvalia;1G0212;6;10;F;
1176;Prestamos a Partes Relacionadas;3C0209;7;;F;
1177;Prestamos a Partes Relacionadas;3C0212;7;;F;
1178;Prestamos concedidos a entidades relacionadas;3G0212;6;;F;
1179;Prestamos concedidos a entidades relacionadas;3G0212;6;;F;
1180;Prestamos concedidos a entidades relacionadas;3D0212;1;;F;
1181;Prestamos concedidos a entidades relacionadas;3D0212;1;;F;
1182;Prestamos concedidos a entidades relacionadas (**);4565;5;;F;
1183;Prestamos concedidos a entidades relacionadas (**);4565;5;;F;
1184;Prima al fondo de seguro de deposito;2F0407;3;9;F;
1185;Primas Cedidas Netas;2E0301;2;9;F;
1186;Primas de Emision;1G0702;6;10;F;
1187;Primas de Emision;1D0702;1;10;F;
1188;Primas de Emision;1530;5;10;F;
1189;Primas de Seguros (Neto);2E0101;2;9;F;
1190;PRIMAS GANADAS NETAS;2E0602;2;9;F;
1191;Procedentes de la emision de acciones;4546;5;;F;
1192;Procedentes de la emision de acciones;4546;5;;F;
1193;Procedentes de la emision de otros instrumentos de patrimonio;4547;5;;F;
1194;Procedentes de la emision de otros instrumentos de patrimonio;4547;5;;F;
1195;Procedentes de la perdida de control de subsidiarias u otros negocios;4523;5;;F;
1196;Procedentes de la perdida de control de subsidiarias u otros negocios;4523;5;;F;
1197;Propiedad de Inversion;1107;5;10;F;
1198;Propiedades de Inversion;1G0211;6;10;F;
1199;Propiedades de Inversion;1D0211;1;10;F;
1200;Propiedades, Planta y Equipo;1105;5;10;F;
1201;Propiedades, Planta y Equipo (neto);1G0205;6;10;F;
1202;Propiedades, Planta y Equipo (neto);1D0205;1;10;F;
1203;Propietarios de la controladora;2214;5;9;F;
1204;Propietarios de la controladora;2210;5;9;F;
1205;Proveedores;3A0109;4;;F;
1206;Proveedores de Bienes y Servicios;3D0109;1;;F;
1207;Proveedores de Bienes y Servicios;3C0109;7;;F;
1208;Proveedores de Bienes y Servicios;3G0109;6;;F;
1209;Provisiones;3F0317;3;;F;
1210;Provisiones;1C0310;7;10;F;
1211;Provisiones;1C0406;7;10;F;
1212;Provisiones;1A0310;4;10;F;
1213;PROVISIONES;1F3006;3;10;F;
1214;Provisiones  del ejercicio;2A0322;4;9;F;
1215;Provisiones del ejercicio;2A0315;4;9;F;
1216;Provisiones para activos no corrientes mantenidos para la venta;2E1204;2;9;F;
1217;Provisiones para creditos indirectos;2F2705;3;9;F;
1218;Provisiones para Incobrabilidad de cuentas por cobrar;2F2703;3;9;F;
1219;Provisiones para litigios y demandas;2F2709;3;9;F;
1220;Provision  para Creditos Contingentes;1F3012;3;10;F;
1221;Provision (realizacion) de impuesto a la renta diferido;3E0118;2;;F;
1222;Provision para activos no corrientes mantenidos para la venta;2F2716;3;9;F;
1223;Provision para bienes realizable, recibidos en pago, recuperados y adjudicados y otros;2F2704;3;9;F;
1224;Provision para fluctuacion de inversiones financieras;3E0112;2;;F;
1225;Provision para incobrables;3E0104;2;;F;
1226;Provision para litigio y demandas;1F3025;3;10;F;
1227;Provision para riesgo de credito de los TCHN y de los creditos inmobiliarios para la adquisicion de bienes futuros;3E0129;2;;F;
1228;Provision por Beneficios a los Empleados;1D0409;1;10;F;
1229;Provision por Beneficios a los Empleados;1439;5;10;F;
1230;Provision por Beneficios a los Empleados;1490;5;10;F;
1231;Provision por Beneficios a los Empleados;1D0313;1;10;F;
1232;Provision por Beneficios a los Empleados;1G0409;6;10;F;
1233;Provision por Beneficios a los Empleados;1G0313;6;10;F;
1234;Provision por negligencia;1A0314;4;10;F;
1235;Prestamos Bancarios a corto y largo plazo;3A0308;4;;F;
1236;Prestamos de entidades relacionadas;3G0319;6;;F;
1237;Prestamos de entidades relacionadas;3G0321;6;;F;
1238;Prestamos de entidades relacionadas;3G0319;6;;F;
1239;Prestamos de entidades relacionadas;3G0321;6;;F;
1240;Prestamos de entidades relacionadas;3D0319;1;;F;
1241;Prestamos de entidades relacionadas;3D0321;1;;F;
1242;Prestamos de entidades relacionadas;3D0319;1;;F;
1243;Prestamos de entidades relacionadas;3D0321;1;;F;
1244;Prestamos de Vinculadas;3A0320;4;;F;
1245;Publicidad, publicaciones y relaciones p?blicas;2A0312;4;9;F;
1246;Perdida (Ganancia) en Venta de Activos Intangibles;3D0618;1;;F;
1247;Perdida (Ganancia) en Venta de Activos Intangibles;3G0618;6;;F;
1248;Perdida (ganancia) en venta de propiedades de inversion;3G0635;6;;F;
1249;Perdida (ganancia) en venta de propiedades de inversion;3D0635;1;;F;
1250;Perdida (Ganancia) en Venta de Propiedades, Planta y Equipo;3G0605;6;;F;
1251;Perdida (Ganancia) en Venta de Propiedades, Planta y Equipo;3D0605;1;;F;
1252;Perdida (Ganancia) por Diferencias de Cambio no realizadas;3G0629;6;;F;
1253;Perdida (Ganancia) por Diferencias de Cambio no realizadas;3D0629;1;;F;
1254;Perdida (Ganancias) por la Disposicion de Activos no Corrientes Mantenidas para la Venta;3G0632;6;;F;
1255;Perdida (Ganancias) por la Disposicion de Activos no Corrientes Mantenidas para la Venta;3D0632;1;;F;
1256;Perdida de control de subsidiarias u otros negocios;3D0218;1;;F;
1257;Perdida de control de subsidiarias u otros negocios;3G0218;6;;F;
1258;Perdida de control de subsidiarias u otros negocios;3D0218;1;;F;
1259;Perdida de control de subsidiarias u otros negocios;3G0218;6;;F;
1260;Perdidas  (Ganancias) por Valor Razonable;3D0631;1;;F;
1261;Perdidas  (Ganancias) por Valor Razonable;3G0631;6;;F;
1262;Perdidas por Deterioro de Valor (Reversiones de Perdidas por Deterioro de Valor) reconocidas en el Resultado del Ejercicio;3G0610;6;;F;
1263;Perdidas por Deterioro de Valor (Reversiones de Perdidas por Deterioro de Valor) reconocidas en el Resultado del Ejercicio;3D0610;1;;F;
1264;Reaseguro Aceptado (Neto);2E0102;2;9;F;
1265;Recompra de Acciones Propias (Acciones en Tesoreria);3C0310;7;;F;
1266;Recompra de las propias acciones;3E0524;2;;F;
1267;Recompra o Rescate de Acciones de la Entidad (Acciones en Cartera);3D0310;1;;F;
1268;Recompra o Rescate de Acciones de la Entidad (Acciones en Cartera);3G0310;6;;F;
1269;Recompra o Rescate de Acciones de la Entidad (Acciones en Cartera);3G0310;6;;F;
1270;Recompra o Rescate de Acciones de la Entidad (Acciones en Cartera);3D0310;1;;F;
1271;Recuperos y Salvamentos;2E0704;2;9;F;
1272;Recursos provenientes de emision de titulos valores;3A0319;4;;F;
1273;Reduccion de Capital;3113;5;;F;
1274;Reduccion de Capital (distinto a combinacion de negocios);4E0138;2;;F;
1275;Reduccion de Capital (distinto a combinacion de negocios);4A0210;4;;F;
1276;Reduccion de Capital (distinto a combinacion de negocios);4F0138;3;;F;
1277;Reduccion de Capital (distinto a combinacion de negocios);4E0238;2;;F;
1278;Reduccion de Capital (distinto a combinacion de negocios);4A0110;4;;F;
1279;Reduccion de Capital (distinto a combinacion de negocios);4F0238;3;;F;
1280;Reduccion de Capital o redencion de Acc.  de Inversion;4C0110;7;;F;
1281;Reduccion de Capital o redencion de Acc.  de Inversion;4C0210;7;;F;
1282;Reduccion o Amortizacion de Acciones de Inversion;4D0132;1;;F;
1283;Reduccion o Amortizacion de Acciones de Inversion;4G0232;6;;F;
1284;Reduccion o Amortizacion de Acciones de Inversion;4G0132;6;;F;
1285;Reduccion o Amortizacion de Acciones de Inversion;4D0232;1;;F;
1286;Reembolso de Adelantos de Prestamos y Prestamos Concedidos a Terceros;3G0220;6;;F;
1287;Reembolso de Adelantos de Prestamos y Prestamos Concedidos a Terceros;3D0220;1;;F;
1288;Reembolso de Adelantos de Prestamos y Prestamos Concedidos a Terceros;3G0220;6;;F;
1289;Reembolso de Adelantos de Prestamos y Prestamos Concedidos a Terceros;3D0220;1;;F;
1290;Reembolsos de prestamos de entidades relacionadas (**);4551;5;;F;
1291;Reembolsos de prestamos de entidades relacionadas (**);4551;5;;F;
1292;Reembolsos recibidos de prestamos a entidades relacionadas;3G0209;6;;F;
1293;Reembolsos recibidos de prestamos a entidades relacionadas;3D0209;1;;F;
1294;Reembolsos recibidos de prestamos a entidades relacionadas;3G0209;6;;F;
1295;Reembolsos recibidos de prestamos a entidades relacionadas;3D0209;1;;F;
1296;Reembolsos recibidos de prestamos a entidades relacionadas (**);4564;5;;F;
1297;Reembolsos recibidos de prestamos a entidades relacionadas (**);4564;5;;F;
1298;Regalias;3C0113;7;;F;
1299;Regalias;3C0112;7;;F;
1300;Regalias, cuotas,  comisiones, otros ingresos de actividades ordinarias;3G0112;6;;F;
1301;Regalias, cuotas,  comisiones, otros ingresos de actividades ordinarias;3D0112;1;;F;
1302;Registro de cartas fianza;1A0801;4;10;F;
1303;Registro de Dividendos en Acciones;1C1404;7;10;F;
1304;Registro de garantias recibidas;1T0303;7;10;F;
1305;Registro de valores y bienes entregados en garantia;1T0301;7;10;F;
1306;Registro del Ajuste de Valores;1C1405;7;10;F;
1307;Registro por Anotacion en Cuenta;1C1402;7;10;F;
1308;Remuneraciones y Beneficios Sociales;3A0105;4;;F;
1309;Remuneraciones y Beneficios Sociales;3C0105;7;;F;
1310;Reserva Legal;1A0705;4;10;F;
1311;Reservas;1E0810;2;10;F;
1312;Reservas;1F3303;3;10;F;
1313;Reservas;1T0703;7;10;F;
1314;Reservas Legales;1C0705;7;10;F;
1315;Reservas tecnicas a cargo de reaseguradoras;3E0212;2;;F;
1316;Reservas tecnicas para siniestros;3E0215;2;;F;
1317;Reservas Tecnicas por Primas;1E0407;2;10;F;
1318;Reservas Tecnicas por Siniestros;1E0307;2;10;F;
1319;Reservas Tecnicas por Siniestros;1E0402;2;10;F;
1320;Responsabilidad de garantias recibidas;1T0803;7;10;F;
1321;Responsabilidad de la AFP por cheques recibidos de compa?ia de seguros;1A0905;4;10;F;
1322;Responsabilidad por bonos de reconocimiento entregados en custodia;1A0903;4;10;F;
1323;Responsabilidad por garantias y avales otorgados;0605;5;10;F;
1324;Responsabilidad por instrumentos derivados;1A0902;4;10;F;
1325;Responsabilidad por la custodia de valores;1A0904;4;10;F;
1326;Responsabilidad por Valores o Instrumentos Financieros de clientes;0301;5;10;F;
1327;Resultado  Integral Total del Ejercicio;5A04ST;4;;T;
1328;Resultado  Integral Total del Ejercicio, neto del Impuesto a las Ganancias;5G04ST;6;;T;
1329;Resultado  integral total del ejercicio, neto del impuesto a las ganancias;5F04ST;3;;T;
1330;Resultado  Integral Total del Ejercicio, neto del Impuesto a las Ganancias;5D04ST;1;;T;
1331;Resultado  integral total del ejercicio, neto del impuesto a las ganancias;5E04ST;2;;T;
1332;RESULTADO ANTES DE IMPUESTO A LA RENTA;2T03ST;7;9;T;
1333;Resultado antes de Impuesto a las Ganancias;2D04ST;1;9;T;
1334;Resultado antes de Impuesto a las Ganancias;2G04ST;6;9;T;
1335;RESULTADO ANTES DE PARTIDAS EXTRAORDINARIAS;2T04ST;7;9;T;
1336;Resultado antes del Impuesto a la Renta;2A08ST;4;9;T;
1337;RESULTADO DE INVERSIONES;2E1301;2;9;F;
1338;RESULTADO DE OPERACIŒN;2F2801;3;9;F;
1339;RESULTADO DE OPERACIŒN  ANTES DE IMPUESTO A LA RENTA;2E1508;2;9;F;
1340;Resultado del Ejercicio;4A0111;4;;F;
1341;Resultado del Ejercicio;4A0211;4;;F;
1342;RESULTADO DEL EJERCICIO;2T05ST;7;9;T;
1343;Resultado del Ejercicio;1E0809;2;10;F;
1344;Resultado del Ejercicio;4E0111;2;;F;
1345;Resultado del Ejercicio;4E0211;2;;F;
1346;Resultado del Ejercicio;4F0111;3;;F;
1347;Resultado del Ejercicio;4F0211;3;;F;
1348;RESULTADO DEL EJERCICIO ANTES DE IMPUESTO A LA RENTA;2F1302;3;9;F;
1349;Resultado Integral Total;4A0131;4;;F;
1350;Resultado Integral Total;4A0231;4;;F;
1351;Resultado Integral Total;4F0235;3;;F;
1352;Resultado Integral Total;4F0135;3;;F;
1353;Resultado Integral Total;4E0235;2;;F;
1354;Resultado Integral Total;4E0135;2;;F;
1355;Resultado Integral Total del Ejercicio;4D0131;1;;F;
1356;Resultado Integral Total del Ejercicio;4G0231;6;;F;
1357;Resultado Integral Total del Ejercicio;4G0131;6;;F;
1358;Resultado Integral Total del Ejercicio;4D0231;1;;F;
1359;Resultado Neto del Ejercicio;1F3305;3;10;F;
1360;Resultado Neto del ejercicio;1A0711;4;10;F;
1361;RESULTADO NETO DEL EJERCICIO;2F1901;3;9;F;
1362;RESULTADO NETO DEL EJERCICIO;3F0101;3;;F;
1363;RESULTADO OPERACIONAL;2T020T;7;9;T;
1364;Resultado por exposicion a la inflacion;2T0306;7;9;F;
1365;Resultado por operaciones de cobertura;2F0427;3;9;F;
1366;Resultado por operaciones de cobertura;2F0225;3;9;F;
1367;Resultado por operaciones de cobertura;2F2511;3;9;F;
1368;RESULTADO POR OPERACIONES FINANCIERAS (ROF);2F2506;3;9;F;
1369;RESULTADO TECNICO BRUTO;2E0901;2;9;F;
1370;RESULTADO TŸCNICO;2E1101;2;9;F;
1371;Resultados Acumulados;1C0707;7;10;F;
1372;Resultados Acumulados;1D0707;1;10;F;
1373;Resultados Acumulados;1F3304;3;10;F;
1374;Resultados Acumulados;1E0806;2;10;F;
1375;Resultados Acumulados;1A0707;4;10;F;
1376;Resultados Acumulados;1G0707;6;10;F;
1377;Resultados acumulados;1T0704;7;10;F;
1378;Resultados no Realizados;1C0708;7;10;F;
1379;Resultados no realizados;1T0705;7;10;F;
1380;Retiro de Valores del Registro;1C1406;7;10;F;
1381;SALDO DE EFECTIVO Y EQUIVALENTE DE EFECTIVO AL FINALIZAR EL PERIODO;3E0701;2;;F;
1382;Saldo Efectivo y Equivalente de Efectivo al Finalizar el Ejercicio;3C04ST;7;;T;
1383;Saldo Efectivo y Equivalente de Efectivo al Finalizar el Periodo;3A04ST;4;;T;
1384;Saldo Efectivo y Equivalente de Efectivo al Inicio del Ejercicio;3A0402;4;;F;
1385;Saldo Efectivo y Equivalente de Efectivo al Inicio del Ejercicio;3C0402;7;;F;
1386;Saldo Efectivo y Equivalente de Efectivo al Inicio del Periodo;3E0602;2;;F;
1387;Saldo Inicial despues de ajustes;4A0128;4;;F;
1388;Saldo Inicial despues de ajustes;4A0228;4;;F;
1389;Saldo Inicial despues de ajustes;4E0133;2;;F;
1390;Saldo Inicial despues de ajustes;4E0233;2;;F;
1391;Saldo Inicial despues de ajustes;4F0133;3;;F;
1392;Saldo Inicial despues de ajustes;4F0233;3;;F;
1393;;3010;5;;F;
1394;Saldo Inicial Reexpresado;4D0228;1;;F;
1395;Saldo Inicial Reexpresado;4D0128;1;;F;
1396;Saldo Inicial Reexpresado;4G0228;6;;F;
1397;Saldo Inicial Reexpresado;4G0128;6;;F;
1398;Saldo Inicial Reexpresado;3213;5;;F;
1399;Saldos al;4G01ST;6;;T;
1400;Saldos al;4G02ST;6;;T;
1401;Saldos al 1ero. de enero de;4C0101;7;;F;
1402;Saldos al 1ero. de enero de;4C0201;7;;F;
1403;Saldos al 1ero. de enero de;4D0101;1;;F;
1404;Saldos al 1ero. de enero de;4D0201;1;;F;
1405;Saldos al 1ero. de enero de;4E0101;2;;F;
1406;Saldos al 1ero. de enero de;4E0201;2;;F;
1407;Saldos al 1ero. de enero de;4F0101;3;;F;
1408;Saldos al 1ero. de enero de;4F0201;3;;F;
1409;Saldos al 1ero. de enero de;4A0101;4;;F;
1410;Saldos al 1ero. de enero de;4A0201;4;;F;
1411;Saldos al 1ero. de enero de;4G0101;6;;F;
1412;Saldos al 1ero. de enero de;4G0201;6;;F;
1413;Saldos al 31 de diciembre de;4E02ST;2;;T;
1414;Saldos al 31 de diciembre de;4E01ST;2;;T;
1415;Saldos al 31 de diciembre de;4F02ST;3;;T;
1416;Saldos al 31 de diciembre de;4F01ST;3;;T;
1417;Saldos al 31 de diciembre de;4A01ST;4;;T;
1418;Saldos al 31 de diciembre de;4D01ST;1;;T;
1419;Saldos al 31 de diciembre de;4D02ST;1;;T;
1420;Saldos al 31 de diciembre de;4C01ST;7;;T;
1421;Saldos al 31 de diciembre de;4C02ST;7;;T;
1422;Saldos al 31 de diciembre de;4A02ST;4;;T;
1423;Salida de instrumento de deuda mantenidos hasta el vencimiento;3F0627;3;;F;
1424;Salida por compra en participaciones;3F0623;3;;F;
1425;Salida por compras de intangibles e inmuebles, mobiliario y equipos;3F0625;3;;F;
1426;Salida por el rescate de pasivos fiancieros subordinados;3F0816;3;;F;
1427;Servicios prestados por terceros;2A0319;4;9;F;
1428;Servicios prestados por terceros;2A0311;4;9;F;
1429;Siniestros de primas cedidas (netos);2E0703;2;9;F;
1430;Siniestros de primas de seguros (netos);2E0701;2;9;F;
1431;Siniestros de reaseguros aceptados (netos);2E0702;2;9;F;
1432;SINIESTROS INCURRIDOS (NETOS);2E0706;2;9;F;
1433;Sobregiros Bancarios;1C0306;7;10;F;
1434;Sobregiros Bancarios;1A0306;4;10;F;
1435;Sobregiros y pagares bancarios;1T0401;7;10;F;
1436;Subsidiarias;1F0133;3;10;F;
1437;Subvenciones del gobierno;3D0329;1;;F;
1438;Subvenciones del gobierno;3D0231;1;;F;
1439;Subvenciones del gobierno;3D0329;1;;F;
1440;Subvenciones del gobierno;3D0231;1;;F;
1441;Subvenciones del gobierno;3G0329;6;;F;
1442;Subvenciones del gobierno;3G0231;6;;F;
1443;Subvenciones del gobierno;3G0231;6;;F;
1444;Subvenciones del gobierno;3G0329;6;;F;
1445;Suma de Impuestos a las Ganancias Relacionados con Componentes de Otro Resultado Integral;5D02ST;1;;T;
1446;Suma de Impuestos a las Ganancias Relacionados con Componentes de Otro Resultado Integral;5A02ST;4;;T;
1447;Suma de Impuestos a las Ganancias Relacionados con Componentes de Otro Resultado Integral;5G02ST;6;;T;
1448;Suma de impuestos a las ganancias relacionados con componentes de otro resultado integral;5F02ST;3;;T;
1449;Suma de impuestos a las ganancias relacionados con componentes de otro resultado integral;5E02ST;2;;T;
1450;Superavit de Revaluacion;2226;5;9;F;
1451;Superavit de Revaluacion;2204;5;9;F;
1452;Super?vit de Revaluacion;5G0206;6;;F;
1453;Super?vit de revaluacion;5E0107;2;;F;
1454;Super?vit de revaluacion;5F0207;3;;F;
1455;Super?vit de revaluacion;5F0107;3;;F;
1456;Super?vit de revaluacion;5E0207;2;;F;
1457;Super?vit de Revaluacion;5D0107;1;;F;
1458;Super?vit de Revaluacion;5D0206;1;;F;
1459;Super?vit de Revaluacion;5G0107;6;;F;
1460;Titulo de participacion;1T0701;7;10;F;
1461;TOTAL ACTIVO;1T020T;7;10;T;
1462;TOTAL ACTIVO;1A020T;4;10;T;
1463;TOTAL ACTIVO;1E02ST;2;10;T;
1464;TOTAL ACTIVO;1C020T;7;10;T;
1465;TOTAL ACTIVO CORRIENTE;1T01ST;7;10;T;
1466;Total Activo Corriente;1A01ST;4;10;T;
1467;Total Activo Corriente;1C01ST;7;10;T;
1468;TOTAL ACTIVO CORRIENTE;1E01ST;2;10;T;
1469;Total Activo No Corriente;1A02ST;4;10;T;
1470;TOTAL ACTIVO NO CORRIENTE;1T02ST;7;10;T;
1471;Total Activo No Corriente;1C02ST;7;10;T;
1472;Total Activos Corrientes;1G01ST;6;10;T;
1473;Total Activos Corrientes;1D01ST;1;10;T;
1474;Total Activos Corrientes Distintos de los Activos o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta o para Distribuir a los Propietarios;1D0118;1;10;F;
1475;Total Activos Corrientes Distintos de los Activos o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta o para Distribuir a los Propietarios;1G0118;6;10;F;
1476;Total Activos No Corrientes;1G02ST;6;10;T;
1477;Total Activos No Corrientes;1D02ST;1;10;T;
1478;Total Cambios en el Patrimonio;3314;5;;F;
1479;TOTAL COSTOS OPERACIONALES;2T02ST;7;9;T;
1480;TOTAL CUENTAS DE ORDEN;1T08ST;7;10;T;
1481;TOTAL CUENTAS DE ORDEN;1T03ST;7;10;T;
1482;Total Cuentas de Orden Acreedoras de Fondos Burs?tiles;1C12ST;7;10;T;
1483;Total Cuentas de Orden Acreedoras de Valores Burs?tiles;1C14ST;7;10;T;
1484;Total Cuentas de Orden Deudoras de Fondos Burs?tiles;1C11ST;7;10;T;
1485;Total Cuentas de Orden Deudoras de Valores Burs?tiles;1C13ST;7;10;T;
1486;TOTAL DE ACTIVOS;1G020T;6;10;T;
1487;TOTAL DE ACTIVOS;1D020T;1;10;T;
1488;Total de ajustes por conciliacion de ganancias (perdidas);3D0830;1;;F;
1489;Total de ajustes por conciliacion de ganancias (perdidas);3G0830;6;;F;
1490;Total de cambios en el patrimonio;4F0142;3;;F;
1491;Total de cambios en el patrimonio;4F0242;3;;F;
1492;Total de cambios en el patrimonio;4E0242;2;;F;
1493;Total de cambios en el patrimonio;4E0142;2;;F;
1494;Total de cambios en el patrimonio;4A0136;4;;F;
1495;Total de cambios en el patrimonio;4A0236;4;;F;
1496;Total de Ingresos Brutos;2A01ST;4;9;T;
1497;Total de ingresos y gastos reconocidos;4C0219;7;;F;
1498;Total de ingresos y gastos reconocidos;4C0119;7;;F;
1499;Total de Pasivos Corrientes distintos de Pasivos incluidos en Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1D0315;1;10;F;
1500;Total de Pasivos Corrientes distintos de Pasivos incluidos en Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1G0315;6;10;F;
1501;TOTAL DEL  PASIVO Y PATRIMONIO;1F3307;3;10;F;
1502;TOTAL DEL ACTIVO;1F2001;3;10;F;
1503;TOTAL DEL PASIVO;1F3101;3;10;F;
1504;TOTAL DEL PATRIMONIO;1F3306;3;10;F;
1505;TOTAL GASTOS POR INTERESES;2F0301;3;9;F;
1506;Total incremento (disminucion) en el patrimonio;4D0236;1;;F;
1507;Total incremento (disminucion) en el patrimonio;4D0136;1;;F;
1508;Total incremento (disminucion) en el patrimonio;4G0136;6;;F;
1509;Total incremento (disminucion) en el patrimonio;4G0236;6;;F;
1510;TOTAL INGRESOS OPERACIONALES;2T01ST;7;9;T;
1511;TOTAL INGRESOS POR INTERESES;2F0101;3;9;F;
1512;TOTAL PASIVO;1T050T;7;10;T;
1513;Total Pasivo;1A040T;4;10;T;
1514;TOTAL PASIVO;1E0501;2;10;F;
1515;Total Pasivo;1C040T;7;10;T;
1516;Total Pasivo Corriente;1C03ST;7;10;T;
1517;Total Pasivo Corriente;1A03ST;4;10;T;
1518;TOTAL PASIVO CORRIENTE;1T04ST;7;10;T;
1519;TOTAL PASIVO CORRIENTE;1E0309;2;10;F;
1520;TOTAL PASIVO NO CORRIENTE;1T05ST;7;10;T;
1521;Total Pasivo No Corriente;1A04ST;4;10;T;
1522;Total Pasivo No Corriente;1C04ST;7;10;T;
1523;TOTAL PASIVO Y PATRIMONIO;1C070T;7;10;T;
1524;TOTAL PASIVO Y PATRIMONIO;1D070T;1;10;T;
1525;TOTAL PASIVO Y PATRIMONIO;1E1001;2;10;F;
1526;TOTAL PASIVO Y PATRIMONIO;1G070T;6;10;T;
1527;TOTAL PASIVO Y PATRIMONIO NETO;1A070T;4;10;T;
1528;TOTAL PASIVO Y PATRIMONIO NETO;1T070T;7;10;T;
1529;Total Pasivos;1G040T;6;10;T;
1530;Total Pasivos;1D040T;1;10;T;
1531;Total Pasivos Corrientes;1G03ST;6;10;T;
1532;Total Pasivos Corrientes;1D03ST;1;10;T;
1533;Total Pasivos No Corrientes;1D04ST;1;10;T;
1534;Total Pasivos No Corrientes;1G04ST;6;10;T;
1535;TOTAL PATRIMONIO;1E0901;2;10;F;
1536;Total Patrimonio;1G07ST;6;10;T;
1537;Total Patrimonio;1D07ST;1;10;T;
1538;Total Patrimonio Neto;1C07ST;7;10;T;
1539;TOTAL PATRIMONIO NETO;1T07ST;7;10;T;
